		x-cp20936、简体中文(GB2312-80)  编码字符对照表
八进制	十进制	16进制	字符	说明
154660	55728	D9B0	侔	
154661	55729	D9B1	俦	
154662	55730	D9B2	俨	
154663	55731	D9B3	俪	
154664	55732	D9B4	俅	
154665	55733	D9B5	俚	
154666	55734	D9B6	俣	
154667	55735	D9B7	俜	
154670	55736	D9B8	俑	
154671	55737	D9B9	俟	
154672	55738	D9BA	俸	
154673	55739	D9BB	倩	
154674	55740	D9BC	偌	
154675	55741	D9BD	俳	
154676	55742	D9BE	倬	
154677	55743	D9BF	倏	
154700	55744	D9C0	倮	
154701	55745	D9C1	倭	
154702	55746	D9C2	俾	
154703	55747	D9C3	倜	
154704	55748	D9C4	倌	
154705	55749	D9C5	倥	
154706	55750	D9C6	倨	
154707	55751	D9C7	偾	
154710	55752	D9C8	偃	
154711	55753	D9C9	偕	
154712	55754	D9CA	偈	
154713	55755	D9CB	偎	
154714	55756	D9CC	偬	
154715	55757	D9CD	偻	
154716	55758	D9CE	傥	
154717	55759	D9CF	傧	
154720	55760	D9D0	傩	
154721	55761	D9D1	傺	
154722	55762	D9D2	僖	
154723	55763	D9D3	儆	
154724	55764	D9D4	僭	
154725	55765	D9D5	僬	
154726	55766	D9D6	僦	
154727	55767	D9D7	僮	
154730	55768	D9D8	儇	
154731	55769	D9D9	儋	
154732	55770	D9DA	仝	
154733	55771	D9DB	氽	
154734	55772	D9DC	佘	
154735	55773	D9DD	佥	
154736	55774	D9DE	俎	
154737	55775	D9DF	龠	
154740	55776	D9E0	汆	
154741	55777	D9E1	籴	
154742	55778	D9E2	兮	
154743	55779	D9E3	巽	
154744	55780	D9E4	黉	
154745	55781	D9E5	馘	
154746	55782	D9E6	冁	
154747	55783	D9E7	夔	
154750	55784	D9E8	勹	
154751	55785	D9E9	匍	
154752	55786	D9EA	訇	
154753	55787	D9EB	匐	
154754	55788	D9EC	凫	
154755	55789	D9ED	夙	
154756	55790	D9EE	兕	
154757	55791	D9EF	亠	
154760	55792	D9F0	兖	
154761	55793	D9F1	亳	
154762	55794	D9F2	衮	
154763	55795	D9F3	袤	
154764	55796	D9F4	亵	
154765	55797	D9F5	脔	
154766	55798	D9F6	裒	
154767	55799	D9F7	禀	
154770	55800	D9F8	嬴	
154771	55801	D9F9	蠃	
154772	55802	D9FA	羸	
154773	55803	D9FB	冫	
154774	55804	D9FC	冱	
154775	55805	D9FD	冽	
154776	55806	D9FE	冼	
155241	55969	DAA1	凇	
155242	55970	DAA2	冖	
155243	55971	DAA3	冢	
155244	55972	DAA4	冥	
155245	55973	DAA5	讠	
155246	55974	DAA6	讦	
155247	55975	DAA7	讧	
155250	55976	DAA8	讪	
155251	55977	DAA9	讴	
155252	55978	DAAA	讵	
155253	55979	DAAB	讷	
155254	55980	DAAC	诂	
155255	55981	DAAD	诃	
155256	55982	DAAE	诋	
155257	55983	DAAF	诏	
155260	55984	DAB0	诎	
155261	55985	DAB1	诒	
155262	55986	DAB2	诓	
155263	55987	DAB3	诔	
155264	55988	DAB4	诖	
155265	55989	DAB5	诘	
155266	55990	DAB6	诙	
155267	55991	DAB7	诜	
155270	55992	DAB8	诟	
155271	55993	DAB9	诠	
155272	55994	DABA	诤	
155273	55995	DABB	诨	
155274	55996	DABC	诩	
155275	55997	DABD	诮	
155276	55998	DABE	诰	
155277	55999	DABF	诳	
155300	56000	DAC0	诶	
155301	56001	DAC1	诹	
155302	56002	DAC2	诼	
155303	56003	DAC3	诿	
155304	56004	DAC4	谀	
155305	56005	DAC5	谂	
155306	56006	DAC6	谄	
155307	56007	DAC7	谇	
155310	56008	DAC8	谌	
155311	56009	DAC9	谏	
155312	56010	DACA	谑	
155313	56011	DACB	谒	
155314	56012	DACC	谔	
155315	56013	DACD	谕	
155316	56014	DACE	谖	
155317	56015	DACF	谙	
155320	56016	DAD0	谛	
155321	56017	DAD1	谘	
155322	56018	DAD2	谝	
155323	56019	DAD3	谟	
155324	56020	DAD4	谠	
155325	56021	DAD5	谡	
155326	56022	DAD6	谥	
155327	56023	DAD7	谧	
155330	56024	DAD8	谪	
155331	56025	DAD9	谫	
155332	56026	DADA	谮	
155333	56027	DADB	谯	
155334	56028	DADC	谲	
155335	56029	DADD	谳	
155336	56030	DADE	谵	
155337	56031	DADF	谶	
155340	56032	DAE0	卩	
155341	56033	DAE1	卺	
155342	56034	DAE2	阝	
155343	56035	DAE3	阢	
155344	56036	DAE4	阡	
155345	56037	DAE5	阱	
155346	56038	DAE6	阪	
155347	56039	DAE7	阽	
155350	56040	DAE8	阼	
155351	56041	DAE9	陂	
155352	56042	DAEA	陉	
155353	56043	DAEB	陔	
155354	56044	DAEC	陟	
155355	56045	DAED	陧	
155356	56046	DAEE	陬	
155357	56047	DAEF	陲	
155360	56048	DAF0	陴	
155361	56049	DAF1	隈	
155362	56050	DAF2	隍	
155363	56051	DAF3	隗	
155364	56052	DAF4	隰	
155365	56053	DAF5	邗	
155366	56054	DAF6	邛	
155367	56055	DAF7	邝	
155370	56056	DAF8	邙	
155371	56057	DAF9	邬	
155372	56058	DAFA	邡	
155373	56059	DAFB	邴	
155374	56060	DAFC	邳	
155375	56061	DAFD	邶	
155376	56062	DAFE	邺	
155641	56225	DBA1	邸	
155642	56226	DBA2	邰	
155643	56227	DBA3	郏	
155644	56228	DBA4	郅	
155645	56229	DBA5	邾	
155646	56230	DBA6	郐	
155647	56231	DBA7	郄	
155650	56232	DBA8	郇	
155651	56233	DBA9	郓	
155652	56234	DBAA	郦	
155653	56235	DBAB	郢	
155654	56236	DBAC	郜	
155655	56237	DBAD	郗	
155656	56238	DBAE	郛	
155657	56239	DBAF	郫	
155660	56240	DBB0	郯	
155661	56241	DBB1	郾	
155662	56242	DBB2	鄄	
155663	56243	DBB3	鄢	
155664	56244	DBB4	鄞	
155665	56245	DBB5	鄣	
155666	56246	DBB6	鄱	
155667	56247	DBB7	鄯	
155670	56248	DBB8	鄹	
155671	56249	DBB9	酃	
155672	56250	DBBA	酆	
155673	56251	DBBB	刍	
155674	56252	DBBC	奂	
155675	56253	DBBD	劢	
155676	56254	DBBE	劬	
155677	56255	DBBF	劭	
155700	56256	DBC0	劾	
155701	56257	DBC1	哿	
155702	56258	DBC2	勐	
155703	56259	DBC3	勖	
155704	56260	DBC4	勰	
155705	56261	DBC5	叟	
155706	56262	DBC6	燮	
155707	56263	DBC7	矍	
155710	56264	DBC8	廴	
155711	56265	DBC9	凵	
155712	56266	DBCA	凼	
155713	56267	DBCB	鬯	
155714	56268	DBCC	厶	
155715	56269	DBCD	弁	
155716	56270	DBCE	畚	
155717	56271	DBCF	巯	
155720	56272	DBD0	坌	
155721	56273	DBD1	垩	
155722	56274	DBD2	垡	
155723	56275	DBD3	塾	
155724	56276	DBD4	墼	
155725	56277	DBD5	壅	
155726	56278	DBD6	壑	
155727	56279	DBD7	圩	
155730	56280	DBD8	圬	
155731	56281	DBD9	圪	
155732	56282	DBDA	圳	
155733	56283	DBDB	圹	
155734	56284	DBDC	圮	
155735	56285	DBDD	圯	
155736	56286	DBDE	坜	
155737	56287	DBDF	圻	
155740	56288	DBE0	坂	
155741	56289	DBE1	坩	
155742	56290	DBE2	垅	
155743	56291	DBE3	坫	
155744	56292	DBE4	垆	
155745	56293	DBE5	坼	
155746	56294	DBE6	坻	
155747	56295	DBE7	坨	
155750	56296	DBE8	坭	
155751	56297	DBE9	坶	
155752	56298	DBEA	坳	
155753	56299	DBEB	垭	
155754	56300	DBEC	垤	
155755	56301	DBED	垌	
155756	56302	DBEE	垲	
155757	56303	DBEF	埏	
155760	56304	DBF0	垧	
155761	56305	DBF1	垴	
155762	56306	DBF2	垓	
155763	56307	DBF3	垠	
155764	56308	DBF4	埕	
155765	56309	DBF5	埘	
155766	56310	DBF6	埚	
155767	56311	DBF7	埙	
155770	56312	DBF8	埒	
155771	56313	DBF9	垸	
155772	56314	DBFA	埴	
155773	56315	DBFB	埯	
155774	56316	DBFC	埸	
155775	56317	DBFD	埤	
155776	56318	DBFE	埝	
156241	56481	DCA1	堋	
156242	56482	DCA2	堍	
156243	56483	DCA3	埽	
156244	56484	DCA4	埭	
156245	56485	DCA5	堀	
156246	56486	DCA6	堞	
156247	56487	DCA7	堙	
156250	56488	DCA8	塄	
156251	56489	DCA9	堠	
156252	56490	DCAA	塥	
156253	56491	DCAB	塬	
156254	56492	DCAC	墁	
156255	56493	DCAD	墉	
156256	56494	DCAE	墚	
156257	56495	DCAF	墀	
156260	56496	DCB0	馨	
156261	56497	DCB1	鼙	
156262	56498	DCB2	懿	
156263	56499	DCB3	艹	
156264	56500	DCB4	艽	
156265	56501	DCB5	艿	
156266	56502	DCB6	芏	
156267	56503	DCB7	芊	
156270	56504	DCB8	芨	
156271	56505	DCB9	芄	
156272	56506	DCBA	芎	
156273	56507	DCBB	芑	
156274	56508	DCBC	芗	
156275	56509	DCBD	芙	
156276	56510	DCBE	芫	
156277	56511	DCBF	芸	
156300	56512	DCC0	芾	
156301	56513	DCC1	芰	
156302	56514	DCC2	苈	
156303	56515	DCC3	苊	
156304	56516	DCC4	苣	
156305	56517	DCC5	芘	
156306	56518	DCC6	芷	
156307	56519	DCC7	芮	
156310	56520	DCC8	苋	
156311	56521	DCC9	苌	
156312	56522	DCCA	苁	
156313	56523	DCCB	芩	
156314	56524	DCCC	芴	
156315	56525	DCCD	芡	
156316	56526	DCCE	芪	
156317	56527	DCCF	芟	
156320	56528	DCD0	苄	
156321	56529	DCD1	苎	
156322	56530	DCD2	芤	
156323	56531	DCD3	苡	
156324	56532	DCD4	茉	
156325	56533	DCD5	苷	
156326	56534	DCD6	苤	
156327	56535	DCD7	茏	
156330	56536	DCD8	茇	
156331	56537	DCD9	苜	
156332	56538	DCDA	苴	
156333	56539	DCDB	苒	
156334	56540	DCDC	苘	
156335	56541	DCDD	茌	
156336	56542	DCDE	苻	
156337	56543	DCDF	苓	
156340	56544	DCE0	茑	
156341	56545	DCE1	茚	
156342	56546	DCE2	茆	
156343	56547	DCE3	茔	
156344	56548	DCE4	茕	
156345	56549	DCE5	苠	
156346	56550	DCE6	苕	
156347	56551	DCE7	茜	
156350	56552	DCE8	荑	
156351	56553	DCE9	荛	
156352	56554	DCEA	荜	
156353	56555	DCEB	茈	
156354	56556	DCEC	莒	
156355	56557	DCED	茼	
156356	56558	DCEE	茴	
156357	56559	DCEF	茱	
156360	56560	DCF0	莛	
156361	56561	DCF1	荞	
156362	56562	DCF2	茯	
156363	56563	DCF3	荏	
156364	56564	DCF4	荇	
156365	56565	DCF5	荃	
156366	56566	DCF6	荟	
156367	56567	DCF7	荀	
156370	56568	DCF8	茗	
156371	56569	DCF9	荠	
156372	56570	DCFA	茭	
156373	56571	DCFB	茺	
156374	56572	DCFC	茳	
156375	56573	DCFD	荦	
156376	56574	DCFE	荥	
156641	56737	DDA1	荨	
156642	56738	DDA2	茛	
156643	56739	DDA3	荩	
156644	56740	DDA4	荬	
156645	56741	DDA5	荪	
156646	56742	DDA6	荭	
156647	56743	DDA7	荮	
156650	56744	DDA8	莰	
156651	56745	DDA9	荸	
156652	56746	DDAA	莳	
156653	56747	DDAB	莴	
156654	56748	DDAC	莠	
156655	56749	DDAD	莪	
156656	56750	DDAE	莓	
156657	56751	DDAF	莜	
156660	56752	DDB0	莅	
156661	56753	DDB1	荼	
156662	56754	DDB2	莶	
156663	56755	DDB3	莩	
156664	56756	DDB4	荽	
156665	56757	DDB5	莸	
156666	56758	DDB6	荻	
156667	56759	DDB7	莘	
156670	56760	DDB8	莞	
156671	56761	DDB9	莨	
156672	56762	DDBA	莺	
156673	56763	DDBB	莼	
156674	56764	DDBC	菁	
156675	56765	DDBD	萁	
156676	56766	DDBE	菥	
156677	56767	DDBF	菘	
156700	56768	DDC0	堇	
156701	56769	DDC1	萘	
156702	56770	DDC2	萋	
156703	56771	DDC3	菝	
156704	56772	DDC4	菽	
156705	56773	DDC5	菖	
156706	56774	DDC6	萜	
156707	56775	DDC7	萸	
156710	56776	DDC8	萑	
156711	56777	DDC9	萆	
156712	56778	DDCA	菔	
156713	56779	DDCB	菟	
156714	56780	DDCC	萏	
156715	56781	DDCD	萃	
156716	56782	DDCE	菸	
156717	56783	DDCF	菹	
156720	56784	DDD0	菪	
156721	56785	DDD1	菅	
156722	56786	DDD2	菀	
156723	56787	DDD3	萦	
156724	56788	DDD4	菰	
156725	56789	DDD5	菡	
156726	56790	DDD6	葜	
156727	56791	DDD7	葑	
156730	56792	DDD8	葚	
156731	56793	DDD9	葙	
156732	56794	DDDA	葳	
156733	56795	DDDB	蒇	
156734	56796	DDDC	蒈	
156735	56797	DDDD	葺	
156736	56798	DDDE	蒉	
156737	56799	DDDF	葸	
156740	56800	DDE0	萼	
156741	56801	DDE1	葆	
156742	56802	DDE2	葩	
156743	56803	DDE3	葶	
156744	56804	DDE4	蒌	
156745	56805	DDE5	蒎	
156746	56806	DDE6	萱	
156747	56807	DDE7	葭	
156750	56808	DDE8	蓁	
156751	56809	DDE9	蓍	
156752	56810	DDEA	蓐	
156753	56811	DDEB	蓦	
156754	56812	DDEC	蒽	
156755	56813	DDED	蓓	
156756	56814	DDEE	蓊	
156757	56815	DDEF	蒿	
156760	56816	DDF0	蒺	
156761	56817	DDF1	蓠	
156762	56818	DDF2	蒡	
156763	56819	DDF3	蒹	
156764	56820	DDF4	蒴	
156765	56821	DDF5	蒗	
156766	56822	DDF6	蓥	
156767	56823	DDF7	蓣	
156770	56824	DDF8	蔌	
156771	56825	DDF9	甍	
156772	56826	DDFA	蔸	
156773	56827	DDFB	蓰	
156774	56828	DDFC	蔹	
156775	56829	DDFD	蔟	
156776	56830	DDFE	蔺	
157241	56993	DEA1	蕖	
157242	56994	DEA2	蔻	
157243	56995	DEA3	蓿	
157244	56996	DEA4	蓼	
157245	56997	DEA5	蕙	
157246	56998	DEA6	蕈	
157247	56999	DEA7	蕨	
157250	57000	DEA8	蕤	
157251	57001	DEA9	蕞	
157252	57002	DEAA	蕺	
157253	57003	DEAB	瞢	
157254	57004	DEAC	蕃	
157255	57005	DEAD	蕲	
157256	57006	DEAE	蕻	
157257	57007	DEAF	薤	
157260	57008	DEB0	薨	
157261	57009	DEB1	薇	
157262	57010	DEB2	薏	
157263	57011	DEB3	蕹	
157264	57012	DEB4	薮	
157265	57013	DEB5	薜	
157266	57014	DEB6	薅	
157267	57015	DEB7	薹	
157270	57016	DEB8	薷	
157271	57017	DEB9	薰	
157272	57018	DEBA	藓	
157273	57019	DEBB	藁	
157274	57020	DEBC	藜	
157275	57021	DEBD	藿	
157276	57022	DEBE	蘧	
157277	57023	DEBF	蘅	
157300	57024	DEC0	蘩	
157301	57025	DEC1	蘖	
157302	57026	DEC2	蘼	
157303	57027	DEC3	廾	
157304	57028	DEC4	弈	
157305	57029	DEC5	夼	
157306	57030	DEC6	奁	
157307	57031	DEC7	耷	
157310	57032	DEC8	奕	
157311	57033	DEC9	奚	
157312	57034	DECA	奘	
157313	57035	DECB	匏	
157314	57036	DECC	尢	
157315	57037	DECD	尥	
157316	57038	DECE	尬	
157317	57039	DECF	尴	
157320	57040	DED0	扌	
157321	57041	DED1	扪	
157322	57042	DED2	抟	
157323	57043	DED3	抻	
157324	57044	DED4	拊	
157325	57045	DED5	拚	
157326	57046	DED6	拗	
157327	57047	DED7	拮	
157330	57048	DED8	挢	
157331	57049	DED9	拶	
157332	57050	DEDA	挹	
157333	57051	DEDB	捋	
157334	57052	DEDC	捃	
157335	57053	DEDD	掭	
157336	57054	DEDE	揶	
157337	57055	DEDF	捱	
157340	57056	DEE0	捺	
157341	57057	DEE1	掎	
157342	57058	DEE2	掴	
157343	57059	DEE3	捭	
157344	57060	DEE4	掬	
157345	57061	DEE5	掊	
157346	57062	DEE6	捩	
157347	57063	DEE7	掮	
157350	57064	DEE8	掼	
157351	57065	DEE9	揲	
157352	57066	DEEA	揸	
157353	57067	DEEB	揠	
157354	57068	DEEC	揿	
157355	57069	DEED	揄	
157356	57070	DEEE	揞	
157357	57071	DEEF	揎	
157360	57072	DEF0	摒	
157361	57073	DEF1	揆	
157362	57074	DEF2	掾	
157363	57075	DEF3	摅	
157364	57076	DEF4	摁	
157365	57077	DEF5	搋	
157366	57078	DEF6	搛	
157367	57079	DEF7	搠	
157370	57080	DEF8	搌	
157371	57081	DEF9	搦	
157372	57082	DEFA	搡	
157373	57083	DEFB	摞	
157374	57084	DEFC	撄	
157375	57085	DEFD	摭	
157376	57086	DEFE	撖	
157641	57249	DFA1	摺	
157642	57250	DFA2	撷	
157643	57251	DFA3	撸	
157644	57252	DFA4	撙	
157645	57253	DFA5	撺	
157646	57254	DFA6	擀	
157647	57255	DFA7	擐	
157650	57256	DFA8	擗	
157651	57257	DFA9	擤	
157652	57258	DFAA	擢	
157653	57259	DFAB	攉	
157654	57260	DFAC	攥	
157655	57261	DFAD	攮	
157656	57262	DFAE	弋	
157657	57263	DFAF	忒	
157660	57264	DFB0	甙	
157661	57265	DFB1	弑	
157662	57266	DFB2	卟	
157663	57267	DFB3	叱	
157664	57268	DFB4	叽	
157665	57269	DFB5	叩	
157666	57270	DFB6	叨	
157667	57271	DFB7	叻	
157670	57272	DFB8	吒	
157671	57273	DFB9	吖	
157672	57274	DFBA	吆	
157673	57275	DFBB	呋	
157674	57276	DFBC	呒	
157675	57277	DFBD	呓	
157676	57278	DFBE	呔	
157677	57279	DFBF	呖	
157700	57280	DFC0	呃	
157701	57281	DFC1	吡	
157702	57282	DFC2	呗	
157703	57283	DFC3	呙	
157704	57284	DFC4	吣	
157705	57285	DFC5	吲	
157706	57286	DFC6	咂	
157707	57287	DFC7	咔	
157710	57288	DFC8	呷	
157711	57289	DFC9	呱	
157712	57290	DFCA	呤	
157713	57291	DFCB	咚	
157714	57292	DFCC	咛	
157715	57293	DFCD	咄	
157716	57294	DFCE	呶	
157717	57295	DFCF	呦	
157720	57296	DFD0	咝	
157721	57297	DFD1	哐	
157722	57298	DFD2	咭	
157723	57299	DFD3	哂	
157724	57300	DFD4	咴	
157725	57301	DFD5	哒	
157726	57302	DFD6	咧	
157727	57303	DFD7	咦	
157730	57304	DFD8	哓	
157731	57305	DFD9	哔	
157732	57306	DFDA	呲	
157733	57307	DFDB	咣	
157734	57308	DFDC	哕	
157735	57309	DFDD	咻	
157736	57310	DFDE	咿	
157737	57311	DFDF	哌	
157740	57312	DFE0	哙	
157741	57313	DFE1	哚	
157742	57314	DFE2	哜	
157743	57315	DFE3	咩	
157744	57316	DFE4	咪	
157745	57317	DFE5	咤	
157746	57318	DFE6	哝	
157747	57319	DFE7	哏	
157750	57320	DFE8	哞	
157751	57321	DFE9	唛	
157752	57322	DFEA	哧	
157753	57323	DFEB	唠	
157754	57324	DFEC	哽	
157755	57325	DFED	唔	
157756	57326	DFEE	哳	
157757	57327	DFEF	唢	
157760	57328	DFF0	唣	
157761	57329	DFF1	唏	
157762	57330	DFF2	唑	
157763	57331	DFF3	唧	
157764	57332	DFF4	唪	
157765	57333	DFF5	啧	
157766	57334	DFF6	喏	
157767	57335	DFF7	喵	
157770	57336	DFF8	啉	
157771	57337	DFF9	啭	
157772	57338	DFFA	啁	
157773	57339	DFFB	啕	
157774	57340	DFFC	唿	
157775	57341	DFFD	啐	
157776	57342	DFFE	唼	
160241	57505	E0A1	唷	
160242	57506	E0A2	啖	
160243	57507	E0A3	啵	
160244	57508	E0A4	啶	
160245	57509	E0A5	啷	
160246	57510	E0A6	唳	
160247	57511	E0A7	唰	
160250	57512	E0A8	啜	
160251	57513	E0A9	喋	
160252	57514	E0AA	嗒	
160253	57515	E0AB	喃	
160254	57516	E0AC	喱	
160255	57517	E0AD	喹	
160256	57518	E0AE	喈	
160257	57519	E0AF	喁	
160260	57520	E0B0	喟	
160261	57521	E0B1	啾	
160262	57522	E0B2	嗖	
160263	57523	E0B3	喑	
160264	57524	E0B4	啻	
160265	57525	E0B5	嗟	
160266	57526	E0B6	喽	
160267	57527	E0B7	喾	
160270	57528	E0B8	喔	
160271	57529	E0B9	喙	
160272	57530	E0BA	嗪	
160273	57531	E0BB	嗷	
160274	57532	E0BC	嗉	
160275	57533	E0BD	嘟	
160276	57534	E0BE	嗑	
160277	57535	E0BF	嗫	
160300	57536	E0C0	嗬	
160301	57537	E0C1	嗔	
160302	57538	E0C2	嗦	
160303	57539	E0C3	嗝	
160304	57540	E0C4	嗄	
160305	57541	E0C5	嗯	
160306	57542	E0C6	嗥	
160307	57543	E0C7	嗲	
160310	57544	E0C8	嗳	
160311	57545	E0C9	嗌	
160312	57546	E0CA	嗍	
160313	57547	E0CB	嗨	
160314	57548	E0CC	嗵	
160315	57549	E0CD	嗤	
160316	57550	E0CE	辔	
160317	57551	E0CF	嘞	
160320	57552	E0D0	嘈	
160321	57553	E0D1	嘌	
160322	57554	E0D2	嘁	
160323	57555	E0D3	嘤	
160324	57556	E0D4	嘣	
160325	57557	E0D5	嗾	
160326	57558	E0D6	嘀	
160327	57559	E0D7	嘧	
160330	57560	E0D8	嘭	
160331	57561	E0D9	噘	
160332	57562	E0DA	嘹	
160333	57563	E0DB	噗	
160334	57564	E0DC	嘬	
160335	57565	E0DD	噍	
160336	57566	E0DE	噢	
160337	57567	E0DF	噙	
160340	57568	E0E0	噜	
160341	57569	E0E1	噌	
160342	57570	E0E2	噔	
160343	57571	E0E3	嚆	
160344	57572	E0E4	噤	
160345	57573	E0E5	噱	
160346	57574	E0E6	噫	
160347	57575	E0E7	噻	
160350	57576	E0E8	噼	
160351	57577	E0E9	嚅	
160352	57578	E0EA	嚓	
160353	57579	E0EB	嚯	
160354	57580	E0EC	囔	
160355	57581	E0ED	囗	
160356	57582	E0EE	囝	
160357	57583	E0EF	囡	
160360	57584	E0F0	囵	
160361	57585	E0F1	囫	
160362	57586	E0F2	囹	
160363	57587	E0F3	囿	
160364	57588	E0F4	圄	
160365	57589	E0F5	圊	
160366	57590	E0F6	圉	
160367	57591	E0F7	圜	
160370	57592	E0F8	帏	
160371	57593	E0F9	帙	
160372	57594	E0FA	帔	
160373	57595	E0FB	帑	
160374	57596	E0FC	帱	
160375	57597	E0FD	帻	
160376	57598	E0FE	帼	
160641	57761	E1A1	帷	
160642	57762	E1A2	幄	
160643	57763	E1A3	幔	
160644	57764	E1A4	幛	
160645	57765	E1A5	幞	
160646	57766	E1A6	幡	
160647	57767	E1A7	岌	
160650	57768	E1A8	屺	
160651	57769	E1A9	岍	
160652	57770	E1AA	岐	
160653	57771	E1AB	岖	
160654	57772	E1AC	岈	
160655	57773	E1AD	岘	
160656	57774	E1AE	岙	
160657	57775	E1AF	岑	
160660	57776	E1B0	岚	
160661	57777	E1B1	岜	
160662	57778	E1B2	岵	
160663	57779	E1B3	岢	
160664	57780	E1B4	岽	
160665	57781	E1B5	岬	
160666	57782	E1B6	岫	
160667	57783	E1B7	岱	
160670	57784	E1B8	岣	
160671	57785	E1B9	峁	
160672	57786	E1BA	岷	
160673	57787	E1BB	峄	
160674	57788	E1BC	峒	
160675	57789	E1BD	峤	
160676	57790	E1BE	峋	
160677	57791	E1BF	峥	
160700	57792	E1C0	崂	
160701	57793	E1C1	崃	
160702	57794	E1C2	崧	
160703	57795	E1C3	崦	
160704	57796	E1C4	崮	
160705	57797	E1C5	崤	
160706	57798	E1C6	崞	
160707	57799	E1C7	崆	
160710	57800	E1C8	崛	
160711	57801	E1C9	嵘	
160712	57802	E1CA	崾	
160713	57803	E1CB	崴	
160714	57804	E1CC	崽	
160715	57805	E1CD	嵬	
160716	57806	E1CE	嵛	
160717	57807	E1CF	嵯	
160720	57808	E1D0	嵝	
160721	57809	E1D1	嵫	
160722	57810	E1D2	嵋	
160723	57811	E1D3	嵊	
160724	57812	E1D4	嵩	
160725	57813	E1D5	嵴	
160726	57814	E1D6	嶂	
160727	57815	E1D7	嶙	
160730	57816	E1D8	嶝	
160731	57817	E1D9	豳	
160732	57818	E1DA	嶷	
160733	57819	E1DB	巅	
160734	57820	E1DC	彳	
160735	57821	E1DD	彷	
160736	57822	E1DE	徂	
160737	57823	E1DF	徇	
160740	57824	E1E0	徉	
160741	57825	E1E1	後	
160742	57826	E1E2	徕	
160743	57827	E1E3	徙	
160744	57828	E1E4	徜	
160745	57829	E1E5	徨	
160746	57830	E1E6	徭	
160747	57831	E1E7	徵	
160750	57832	E1E8	徼	
160751	57833	E1E9	衢	
160752	57834	E1EA	彡	
160753	57835	E1EB	犭	
160754	57836	E1EC	犰	
160755	57837	E1ED	犴	
160756	57838	E1EE	犷	
160757	57839	E1EF	犸	
160760	57840	E1F0	狃	
160761	57841	E1F1	狁	
160762	57842	E1F2	狎	
160763	57843	E1F3	狍	
160764	57844	E1F4	狒	
160765	57845	E1F5	狨	
160766	57846	E1F6	狯	
160767	57847	E1F7	狩	
160770	57848	E1F8	狲	
160771	57849	E1F9	狴	
160772	57850	E1FA	狷	
160773	57851	E1FB	猁	
160774	57852	E1FC	狳	
160775	57853	E1FD	猃	
160776	57854	E1FE	狺	
161241	58017	E2A1	狻	
161242	58018	E2A2	猗	
161243	58019	E2A3	猓	
161244	58020	E2A4	猡	
161245	58021	E2A5	猊	
161246	58022	E2A6	猞	
161247	58023	E2A7	猝	
161250	58024	E2A8	猕	
161251	58025	E2A9	猢	
161252	58026	E2AA	猹	
161253	58027	E2AB	猥	
161254	58028	E2AC	猬	
161255	58029	E2AD	猸	
161256	58030	E2AE	猱	
161257	58031	E2AF	獐	
161260	58032	E2B0	獍	
161261	58033	E2B1	獗	
161262	58034	E2B2	獠	
161263	58035	E2B3	獬	
161264	58036	E2B4	獯	
161265	58037	E2B5	獾	
161266	58038	E2B6	舛	
161267	58039	E2B7	夥	
161270	58040	E2B8	飧	
161271	58041	E2B9	夤	
161272	58042	E2BA	夂	
161273	58043	E2BB	饣	
161274	58044	E2BC	饧	
161275	58045	E2BD	饨	
161276	58046	E2BE	饩	
161277	58047	E2BF	饪	
161300	58048	E2C0	饫	
161301	58049	E2C1	饬	
161302	58050	E2C2	饴	
161303	58051	E2C3	饷	
161304	58052	E2C4	饽	
161305	58053	E2C5	馀	
161306	58054	E2C6	馄	
161307	58055	E2C7	馇	
161310	58056	E2C8	馊	
161311	58057	E2C9	馍	
161312	58058	E2CA	馐	
161313	58059	E2CB	馑	
161314	58060	E2CC	馓	
161315	58061	E2CD	馔	
161316	58062	E2CE	馕	
161317	58063	E2CF	庀	
161320	58064	E2D0	庑	
161321	58065	E2D1	庋	
161322	58066	E2D2	庖	
161323	58067	E2D3	庥	
161324	58068	E2D4	庠	
161325	58069	E2D5	庹	
161326	58070	E2D6	庵	
161327	58071	E2D7	庾	
161330	58072	E2D8	庳	
161331	58073	E2D9	赓	
161332	58074	E2DA	廒	
161333	58075	E2DB	廑	
161334	58076	E2DC	廛	
161335	58077	E2DD	廨	
161336	58078	E2DE	廪	
161337	58079	E2DF	膺	
161340	58080	E2E0	忄	
161341	58081	E2E1	忉	
161342	58082	E2E2	忖	
161343	58083	E2E3	忏	
161344	58084	E2E4	怃	
161345	58085	E2E5	忮	
161346	58086	E2E6	怄	
161347	58087	E2E7	忡	
161350	58088	E2E8	忤	
161351	58089	E2E9	忾	
161352	58090	E2EA	怅	
161353	58091	E2EB	怆	
161354	58092	E2EC	忪	
161355	58093	E2ED	忭	
161356	58094	E2EE	忸	
161357	58095	E2EF	怙	
161360	58096	E2F0	怵	
161361	58097	E2F1	怦	
161362	58098	E2F2	怛	
161363	58099	E2F3	怏	
161364	58100	E2F4	怍	
161365	58101	E2F5	怩	
161366	58102	E2F6	怫	
161367	58103	E2F7	怊	
161370	58104	E2F8	怿	
161371	58105	E2F9	怡	
161372	58106	E2FA	恸	
161373	58107	E2FB	恹	
161374	58108	E2FC	恻	
161375	58109	E2FD	恺	
161376	58110	E2FE	恂	
